epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,7556.49,1.38645,1.03355,1.06845,0.52046,0.41453,0.42566,0.25754,1.33805,1.0081,1.06124,0.0078715,0.0078715,0.0078715
88,7642.56,1.39312,1.04029,1.07129,0.5343,0.40987,0.42923,0.25927,1.3366,1.00498,1.06038,0.00784675,0.00784675,0.00784675
89,7729.58,1.39559,1.03954,1.06845,0.54157,0.40747,0.43013,0.25983,1.3352,1.00423,1.06041,0.007822,0.007822,0.007822
90,7815.42,1.384,1.03157,1.06708,0.53333,0.41083,0.43027,0.26033,1.33404,1.00309,1.05903,0.00779725,0.00779725,0.00779725
91,7901.59,1.38692,1.03105,1.06765,0.53311,0.40907,0.43158,0.26126,1.33259,1.00171,1.05849,0.0077725,0.0077725,0.0077725
92,7987.78,1.38686,1.03074,1.06603,0.53031,0.41578,0.43327,0.26237,1.33145,1.00026,1.05752,0.00774775,0.00774775,0.00774775
93,8073.83,1.3849,1.02989,1.06434,0.53075,0.41198,0.4327,0.26253,1.33181,0.99991,1.05728,0.007723,0.007723,0.007723
94,8160.61,1.38528,1.02524,1.06143,0.5321,0.41493,0.43362,0.26324,1.33123,1.00019,1.05654,0.00769825,0.00769825,0.00769825
95,8247.41,1.38207,1.02466,1.06307,0.53224,0.41164,0.43198,0.26281,1.33193,0.99886,1.0561,0.0076735,0.0076735,0.0076735
96,8333.43,1.38409,1.0258,1.06636,0.53408,0.41083,0.43278,0.26248,1.33211,0.99862,1.05564,0.00764875,0.00764875,0.00764875
97,8419.96,1.3805,1.02234,1.05903,0.53881,0.40898,0.43331,0.26238,1.33165,0.99764,1.05553,0.007624,0.007624,0.007624
98,8505.92,1.38264,1.01868,1.06064,0.53747,0.41286,0.43385,0.26202,1.33089,0.99777,1.05479,0.00759925,0.00759925,0.00759925
99,8592.2,1.38389,1.01799,1.05976,0.54011,0.41397,0.43431,0.26332,1.32988,0.99626,1.05407,0.0075745,0.0075745,0.0075745
100,8678.46,1.37231,1.01155,1.05663,0.5357,0.41469,0.43499,0.26404,1.32848,0.99596,1.05342,0.00754975,0.00754975,0.00754975
101,8764.28,1.38014,1.0139,1.05849,0.53856,0.41532,0.43637,0.26475,1.32689,0.99436,1.05243,0.007525,0.007525,0.007525
102,8850.66,1.3783,1.01476,1.05766,0.54531,0.41412,0.43719,0.26565,1.32654,0.99256,1.05186,0.00750025,0.00750025,0.00750025
103,8936.32,1.36953,1.00444,1.05741,0.54711,0.41439,0.43928,0.26742,1.32647,0.99126,1.0517,0.0074755,0.0074755,0.0074755
104,9022.49,1.37499,1.00934,1.05766,0.54615,0.41504,0.43885,0.26732,1.32663,0.99074,1.05127,0.00745075,0.00745075,0.00745075
105,9108.15,1.37145,1.00949,1.05356,0.55145,0.4161,0.44014,0.26708,1.32625,0.98991,1.05105,0.007426,0.007426,0.007426
106,9193.21,1.37451,1.0056,1.05528,0.55536,0.41181,0.44071,0.26713,1.32686,0.98861,1.0507,0.00740125,0.00740125,0.00740125
107,9279.1,1.36846,1.00317,1.05232,0.55666,0.4107,0.43905,0.26605,1.32692,0.98797,1.05047,0.0073765,0.0073765,0.0073765
108,9364.9,1.36566,1.00234,1.05006,0.54528,0.41602,0.43941,0.26634,1.32657,0.9874,1.05009,0.00735175,0.00735175,0.00735175
