epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,1913.63,1.45622,0.8964,1.32641,0.85467,0.70779,0.75607,0.38728,1.87053,1.34424,1.54383,0.00142976,0.00142976,0.00142976
146,1926.87,1.44889,0.85993,1.30589,0.8487,0.72849,0.76085,0.41093,1.79221,1.28043,1.50907,0.0014258,0.0014258,0.0014258
147,1939.93,1.47708,0.92099,1.33288,0.85158,0.68924,0.73859,0.3679,1.94208,1.41195,1.60293,0.00142184,0.00142184,0.00142184
148,1952.99,1.43561,0.88503,1.29503,0.80767,0.71429,0.75268,0.39197,1.84159,1.43074,1.52307,0.00141788,0.00141788,0.00141788
149,1966.71,1.42936,0.86642,1.29559,0.83113,0.72709,0.75622,0.38656,1.89764,1.53047,1.56792,0.00141392,0.00141392,0.00141392
150,1979.72,1.44683,0.86247,1.31245,0.8507,0.72149,0.76765,0.40698,1.80698,1.27283,1.51382,0.00140996,0.00140996,0.00140996
151,1992.77,1.46518,0.89875,1.31138,0.86892,0.68873,0.76591,0.38451,1.86879,1.36174,1.5456,0.001406,0.001406,0.001406
152,2006.04,1.47058,0.8983,1.30392,0.85774,0.69494,0.76669,0.38459,1.85595,1.29624,1.53883,0.00140204,0.00140204,0.00140204
153,2019.31,1.46753,0.95442,1.33392,0.85341,0.67208,0.72779,0.35347,1.95718,1.39661,1.60016,0.00139808,0.00139808,0.00139808
154,2032.45,1.46032,0.92794,1.3208,0.80644,0.73047,0.76632,0.40799,1.78731,1.24997,1.50731,0.00139412,0.00139412,0.00139412
155,2045.45,1.43763,0.90135,1.30053,0.87207,0.71266,0.7721,0.38583,1.89906,1.25366,1.57606,0.00139016,0.00139016,0.00139016
156,2058.92,1.45498,0.90047,1.30798,0.90328,0.69643,0.77693,0.41128,1.78571,1.25954,1.50743,0.0013862,0.0013862,0.0013862
157,2071.91,1.43552,0.87923,1.30305,0.83804,0.73052,0.76014,0.39391,1.84551,1.39014,1.53864,0.00138224,0.00138224,0.00138224
158,2085.68,1.49629,0.90743,1.35885,0.83897,0.7612,0.78767,0.43598,1.73073,1.3777,1.4467,0.00137828,0.00137828,0.00137828
159,2098.86,1.4479,0.90715,1.32654,0.84595,0.73099,0.77469,0.3966,1.83994,1.34985,1.54561,0.00137432,0.00137432,0.00137432
160,2112.12,1.44526,0.89416,1.29668,0.83755,0.73377,0.76963,0.38128,1.91055,1.30354,1.58146,0.00137036,0.00137036,0.00137036
161,2125.21,1.45126,0.89675,1.33516,0.86014,0.72078,0.76693,0.40334,1.79848,1.32286,1.51746,0.0013664,0.0013664,0.0013664
162,2138.45,1.42432,0.86203,1.28297,0.83762,0.74528,0.77457,0.42018,1.76671,1.38867,1.48741,0.00136244,0.00136244,0.00136244
163,2151.95,1.44606,0.89644,1.30782,0.86728,0.73377,0.77378,0.40213,1.83978,1.42879,1.54493,0.00135848,0.00135848,0.00135848
164,2165.02,1.42105,0.86117,1.31966,0.85918,0.72306,0.77242,0.39477,1.86731,1.35145,1.56993,0.00135452,0.00135452,0.00135452
165,2178.15,1.44848,0.84798,1.30672,0.85939,0.72428,0.77873,0.40765,1.82416,1.26678,1.53145,0.00135056,0.00135056,0.00135056
166,2191.2,1.41615,0.81974,1.28764,0.87027,0.7224,0.78249,0.40714,1.86737,1.33373,1.56506,0.0013466,0.0013466,0.0013466
167,2204.32,1.43237,0.85686,1.30601,0.86353,0.71903,0.77337,0.40261,1.80677,1.40392,1.50788,0.00134264,0.00134264,0.00134264
168,2217.3,1.43833,0.86907,1.32721,0.86454,0.72078,0.77202,0.39718,1.85834,1.34059,1.57165,0.00133868,0.00133868,0.00133868
169,2230.44,1.45192,0.88357,1.29078,0.84187,0.71753,0.77096,0.40707,1.80262,1.3355,1.51864,0.00133472,0.00133472,0.00133472
170,2243.68,1.46526,0.89535,1.29288,0.86766,0.72375,0.772,0.40972,1.81976,1.36223,1.518,0.00133076,0.00133076,0.00133076
171,2257.18,1.45286,0.91693,1.32609,0.87999,0.72403,0.76373,0.40064,1.81922,1.42709,1.52742,0.0013268,0.0013268,0.0013268
172,2270.28,1.44173,0.89768,1.30954,0.84887,0.72033,0.76606,0.42726,1.74637,1.30023,1.49009,0.00132284,0.00132284,0.00132284
173,2283.41,1.45483,0.90545,1.3192,0.85913,0.72565,0.77882,0.4066,1.84143,1.28329,1.52852,0.00131888,0.00131888,0.00131888
174,2296.45,1.41055,0.8418,1.29676,0.83465,0.73864,0.78327,0.40278,1.88293,1.30701,1.55861,0.00131492,0.00131492,0.00131492
175,2309.79,1.40855,0.81769,1.27864,0.85101,0.73539,0.7697,0.40026,1.8582,1.30415,1.54932,0.00131096,0.00131096,0.00131096
176,2323.46,1.41124,0.86445,1.28674,0.86034,0.7289,0.77361,0.42418,1.79301,1.32036,1.48712,0.001307,0.001307,0.001307
177,2336.47,1.4105,0.83438,1.28299,0.86953,0.74188,0.78184,0.42848,1.74324,1.25488,1.45813,0.00130304,0.00130304,0.00130304
178,2349.76,1.40502,0.82998,1.28571,0.83225,0.73864,0.78118,0.40624,1.81325,1.30857,1.49717,0.00129908,0.00129908,0.00129908
179,2362.81,1.43823,0.85361,1.30567,0.85123,0.73701,0.77375,0.38014,1.94925,1.29766,1.62294,0.00129512,0.00129512,0.00129512
180,2375.84,1.38995,0.82361,1.26215,0.8576,0.73325,0.78186,0.42178,1.78614,1.27556,1.5173,0.00129116,0.00129116,0.00129116
181,2389.12,1.40609,0.86583,1.29437,0.82015,0.7224,0.76783,0.40062,1.84051,1.38136,1.52917,0.0012872,0.0012872,0.0012872
182,2402.18,1.39931,0.8207,1.27911,0.83843,0.74351,0.77239,0.40425,1.80625,1.30165,1.52536,0.00128324,0.00128324,0.00128324
